,mean,std,ground_truth,ground_truth_log_prob
74,100.0,5.0,100.38684903677463,25.099077652598467
75,93.0,5.0,100.38684903677463,-7.103254782304363
76,95.0,3.0,100.38684903677463,-7.398631809490202
77,99.0,3.0,100.38684903677463,37.14082800812267
78,80.0,5.0,84.0178628441432,20.59013609813213
79,85.0,10.0,84.0178628441432,10.143072985691907
80,95.0,10.0,84.0178628441432,-6.51776757441587
81,80.0,5.0,84.0178628441432,20.59013609813213
82,80.0,5.0,84.0178628441432,20.59013609813213
83,82.0,2.0,84.0178628441432,40.92647506259168
84,0.6,0.09607689228305229,0.1799854881791661,-1348.1960211008798
85,0.25,0.0944911182523068,0.1799854881791661,84.82366802625268
86,0.5,0.10910894511799618,0.1799854881791661,-582.9969795409093
87,0.3,0.13816985594155148,0.1799854881791661,26.04235462526937
88,0.1,0.06546536707079771,0.1799854881791661,3.511116549799091
89,0.25,0.0944911182523068,0.1799854881791661,84.82366802625268
90,0.8,0.08728715609439695,0.9249930964813364,-30.126359106101653
91,0.5,0.15075567228888181,0.9249930964813364,-516.6885261464997
92,0.8333333333333334,0.14085904245475275,0.9249930964813364,27.915184379724817
93,0.9,0.06546536707079771,0.9249930964813364,89.19330982196712
94,0.95,0.04755948656056709,0.9249930964813364,51.913294279649016
95,0.9523809523809523,0.037355454312035054,0.9249930964813364,65.4933986815469
96,0.5714285714285714,0.08247860988423225,0.1949312811361509,-1776.3223817788532
97,0.3333333333333333,0.060357164028345685,0.1949312811361509,-260.2714138500708
98,0.5,0.15075567228888181,0.1949312811361509,-260.4172172515723
99,0.3,0.1,0.1949312811361509,67.73834110899547
100,0.2,0.07844645405527362,0.1949312811361509,167.905797812135
101,0.15,0.055765187147188665,0.1949312811361509,143.2793497832493
102,0.6,0.15,0.3792825416594003,97.57606224406591
103,1.5,0.2,0.3792825416594003,-248.48740808850133
104,0.8,0.2,0.3792825416594003,64.66181323778392
105,0.4,0.1,0.3792825416594003,131.6267432623496
106,0.3,0.05,0.3792825416594003,119.03032681645315
107,0.4,0.1,0.3792825416594003,131.6267432623496
108,60.0,7.0,61.51678636747871,10.589989504667885
109,75.0,7.5,61.51678636747871,-40.84256148797008
110,75.0,10.0,61.51678636747871,-27.862651128327965
111,65.0,5.0,61.51678636747871,14.2208606103611
112,72.0,5.0,61.51678636747871,-46.30674649607655
113,70.0,4.0,61.51678636747871,-40.97632438600701
114,0.1,0.05388159060803247,0.072491764924572,95.82516684546145
115,0.16666666666666666,0.04771652785948902,0.072491764924572,-113.04641380292897
116,0.5,0.15075567228888181,0.072491764924572,-506.43836930800427
117,0.025,0.01101220489804008,0.072491764924572,-273.54991254373215
118,0.05,0.02168633278595001,0.072491764924572,98.34365540724411
119,0.06666666666666667,0.02861316917596507,0.072491764924572,134.8264002700011
120,2.5,0.5,0.98985228364987,-355.8819362768207
121,1.5,1.0,0.98985228364987,0.09172724827764184
122,2.0,1.0,0.98985228364987,-36.10485089350582
123,1.5,0.5,0.98985228364987,28.926331518013846
124,1.2,0.3,0.98985228364987,103.77985298369022
125,1.5,0.5,0.98985228364987,28.926331518013846
126,107.0,7.0,111.1603034427047,4.9327482599393795
127,100.0,10.0,111.1603034427047,-20.16117002031845
128,115.0,8.0,111.1603034427047,2.6791225563978025
129,110.0,10.0,111.1603034427047,-0.9058553171161181
130,110.0,5.0,111.1603034427047,20.128683950117903
131,107.0,3.0,111.1603034427047,6.881593090967449
132,0.8181818181818182,0.08042288517539843,0.925608608190838,-23.383128275372353
133,0.5,0.15075567228888181,0.925608608190838,-434.9124324657635
134,0.5,0.15075567228888181,0.925608608190838,-434.9124324657635
135,0.8,0.08728715609439695,0.925608608190838,-45.398669185608426
136,0.9,0.05388159060803247,0.925608608190838,64.85090744044409
137,,,0.925608608190838,
138,2.0,0.3,1.5030180967202629,76.72787641514054
139,2.5,1.0,1.5030180967202629,69.6896062819237
140,5.0,2.0,1.5030180967202629,32.76781365116872
141,1.5,0.5,1.5030180967202629,95.16614437221895
142,1.0,0.5,1.5030180967202629,84.33353928583331
143,1.0,0.3,1.5030180967202629,76.01001274568333
144,1.5,0.5,1.003168592665473,50.593910892230056
145,2.5,1.5,1.003168592665473,-25.13636764862579
146,2.0,1.0,1.003168592665473,2.7791416835435787
147,1.5,1.0,1.003168592665473,28.421490384082585
148,1.2,0.5,1.003168592665473,79.17408617621976
149,2.0,0.75,1.003168592665473,-4.001735512188819
150,105.0,5.0,111.17048561329548,6.901757815845392
151,102.0,3.0,111.17048561329548,-89.30655357041783
152,110.0,10.0,111.17048561329548,8.642124484168693
153,105.0,10.0,111.17048561329548,3.448677448981299
154,106.0,5.0,111.17048561329548,13.320388983289547
155,105.0,3.5,111.17048561329548,-5.43364920659761
156,0.6,0.2,0.4933923877996188,161.66467783452003
157,0.8,0.2,0.4933923877996188,45.51234143427616
158,0.8,0.5,0.4933923877996188,53.472436712128626
159,0.5,0.2,0.4933923877996188,177.57674018567934
160,0.5,0.1,0.4933923877996188,255.32846566704237
161,0.4,0.1,0.4933923877996188,206.5390994744461
162,0.9,0.15,0.3921815605445806,46.857229103578526
163,0.5,0.2,0.3921815605445806,106.09637295252045
164,5.0,2.0,0.3921815605445806,52.29611399344113
165,0.5,0.2,0.3921815605445806,106.09637295252045
166,0.35,0.1,0.3921815605445806,114.47729849614076
167,0.5,0.2,0.3921815605445806,106.09637295252045
168,75.0,5.0,78.91665124494659,11.12950173800266
169,80.0,7.0,78.91665124494659,9.824110925952828
170,72.0,10.0,78.91665124494659,-8.478582188026376
171,80.0,5.0,78.91665124494659,20.010667690396982
172,78.0,3.0,78.91665124494659,35.29536204420012
173,78.0,5.0,78.91665124494659,20.219677248167905
174,0.4,0.1,0.3964484987864862,322.03736454944
175,0.8,0.1,0.3964484987864862,-985.1360041002226
176,2.5,1.0,0.3964484987864862,-402.7335310333297
177,0.5,0.2,0.3964484987864862,189.33777936022918
178,0.35,0.05,0.3964484987864862,364.14615108711035
179,0.45,0.1,0.3964484987864862,299.11824960876623
180,2.0,0.7,1.0004345500593974,50.17971967859618
181,2.5,1.0,1.0004345500593974,35.64415245724958
182,5.0,2.0,1.0004345500593974,-13.753425559253156
183,1.5,0.5,1.0004345500593974,77.16766426954997
184,0.8,0.2,1.0004345500593974,105.9315059921306
185,1.2,0.2,1.0004345500593974,106.0683729132971
186,0.8333333333333334,0.04771652785948902,0.9429069079428928,-219.7446222275926
187,0.625,0.1613743060919757,0.9429069079428928,-205.63249005215857
188,0.5,0.15075567228888181,0.9429069079428928,-523.5302901724133
189,0.9,0.06546536707079771,0.9429069079428928,59.36541763035138
190,0.95,0.03403728228525088,0.9429069079428928,82.84446034860835
191,0.96,0.027439773622801415,0.9429069079428928,72.66337725496153
192,2.0,0.3,1.2372229538142916,-17.774531489288833
193,2.5,1.0,1.2372229538142916,31.419862993969208
194,1.2,0.3,1.2372229538142916,111.08223683726442
195,2.0,0.5,1.2372229538142916,44.47832406509916
196,1.2,0.5,1.2372229538142916,90.86676066265831
197,0.9,0.3,1.2372229538142916,86.14445648561896
198,0.25,0.0944911182523068,0.0885677245025282,-102.1215843548989
199,0.25,0.0944911182523068,0.0885677245025282,-102.1215843548989
200,0.3333333333333333,0.11785113019775792,0.0885677245025282,-218.22834247825907
201,0.05,0.02168633278595001,0.0885677245025282,14.858229483168742
202,0.08,0.037988646394705367,0.0885677245025282,97.59595828590969
203,0.05,0.03403728228525088,0.0885677245025282,29.574059582059032
204,6.0,1.5,0.8100218524873639,-196.47751722356756
205,3.0,1.0,0.8100218524873639,-34.524996252481564
206,1.5,1.0,0.8100218524873639,53.07668574492926
207,3.0,1.0,0.8100218524873639,-34.524996252481564
208,1.2,0.5,0.8100218524873639,78.50654989972506
209,2.0,0.8,0.8100218524873639,26.91303165186844
210,68.0,4.0,61.41386595425482,-32.47798837683192
211,65.0,5.0,61.41386595425482,-0.8062762550748922
212,75.0,10.0,61.41386595425482,-49.98129848108385
213,70.0,5.0,61.41386595425482,-44.85596920760763
214,72.0,3.0,61.41386595425482,-198.31873413634892
215,68.0,4.0,61.41386595425482,-32.47798837683192
216,2.5,0.5,1.291427894718302,-710.3247445505899
217,2.5,0.8,1.291427894718302,-372.97932075801225
218,15.0,7.5,1.291427894718302,-1085.5311174647552
219,3.0,1.0,1.291427894718302,-512.4386650988284
220,1.0,0.5,1.291427894718302,-1.87411314351671
221,1.2,0.4,1.291427894718302,92.5922125759866
222,1.0,0.2,1.6437127364315731,-17.8788219448353
223,1.5,0.5,1.6437127364315731,92.98626288295044
224,3.5,1.0,1.6437127364315731,30.627838193736437
225,1.0,0.3,1.6437127364315731,47.0355385431938
226,0.6,0.2,1.6437127364315731,-239.42964382080083
227,0.7,0.3,1.6437127364315731,-22.438229599571986
228,2.0,1.0,1.4837072564715934,83.20144631611076
229,2.0,1.0,1.4837072564715934,83.20144631611076
230,0.8,0.5,1.4837072564715934,81.46949454594946
231,2.5,1.0,1.4837072564715934,77.0845511977695
232,0.35,0.1,1.4837072564715934,-903.8885118888352
233,1.0,0.2,1.4837072564715934,64.33185769829699
234,75.0,5.0,58.13594758245014,-207.17252006999152
235,65.0,10.0,58.13594758245014,-29.246230709185415
236,85.0,10.0,58.13594758245014,-155.34124653022357
237,75.0,5.0,58.13594758245014,-207.17252006999152
238,75.0,5.0,58.13594758245014,-207.17252006999152
239,70.0,8.0,58.13594758245014,-53.2080445632072
240,0.2,0.07844645405527362,0.2245985138620538,71.71692100811622
241,0.3333333333333333,0.11785113019775792,0.2245985138620538,11.529230655205824
242,0.5,0.15075567228888181,0.2245985138620538,-164.16714334158803
243,0.15,0.07791937224739796,0.2245985138620538,7.976881369374324
244,0.15,0.07791937224739796,0.2245985138620538,7.976881369374324
245,0.125,0.0367465459870082,0.2245985138620538,-181.63789866567834
246,195.0,10.0,203.11808217336528,15.614614437197908
247,185.0,15.0,203.11808217336528,-3.52519162127507
248,200.0,10.0,203.11808217336528,22.28989888055898
249,200.0,15.0,203.11808217336528,13.29637762910558
250,190.0,10.0,203.11808217336528,2.998437499412422
251,200.0,12.0,203.11808217336528,18.3102652774674
252,0.25,0.0944911182523068,0.1799886550893845,65.11176971373158
253,0.25,0.0944911182523068,0.1799886550893845,65.11176971373158
254,0.5,0.15075567228888181,0.1799886550893845,-249.5586453370478
255,0.2,0.08728715609439695,0.1799886550893845,89.22355099031431
256,0.15,0.055765187147188665,0.1799886550893845,106.48445659883167
257,0.25,0.055441595321592964,0.1799886550893845,59.29027583283877
258,107.0,7.0,113.15729834950707,-17.668407401387647
259,105.0,10.0,113.15729834950707,-28.61566341338927
260,105.0,5.0,113.15729834950707,-39.651702519084644
261,102.0,8.0,113.15729834950707,-43.694283590258564
262,104.0,5.0,113.15729834950707,-52.18284194613339
263,105.0,5.0,113.15729834950707,-39.651702519084644
264,0.25,0.0944911182523068,0.0274315364406783,-336.5968699841969
265,0.3333333333333333,0.11785113019775792,0.0274315364406783,-437.3932140313886
266,0.5,0.15075567228888181,0.0274315364406783,-600.7971205366514
267,0.1,0.06546536707079771,0.0274315364406783,9.860812144532943
268,0.08,0.0532049737408941,0.0274315364406783,30.992102415643398
269,0.1,0.06546536707079771,0.0274315364406783,9.860812144532943
270,0.1,0.042008402520840295,0.0826780696291074,134.70360028147036
271,0.25,0.06762522260005742,0.0826780696291074,-341.1024747582189
272,0.5,0.15075567228888181,0.0826780696291074,-494.61283878774765
273,0.1,0.06546536707079771,0.0826780696291074,91.1516062785611
274,0.12,0.04550371671956168,0.0826780696291074,111.07656962012688
275,0.08333333333333333,0.03538752417210005,0.0826780696291074,145.13056446650188
276,1.5,0.5,1.014119080480835,67.91510493279728
277,2.5,0.5,1.014119080480835,-113.36894269536437
278,3.5,2.5,1.014119080480835,-7.091756829804163
279,1.5,1.0,1.014119080480835,52.33002121028832
280,1.0,0.2,1.014119080480835,131.62775195395244
281,0.9,0.4,1.014119080480835,98.00741868998513
282,0.25,0.0944911182523068,0.0465399773989504,-235.06445851024785
283,0.3333333333333333,0.11785113019775792,0.0465399773989504,-339.536126878858
284,0.25,0.0944911182523068,0.0465399773989504,-235.06445851024785
285,0.15,0.07791937224739796,0.0465399773989504,-25.992086890331024
286,0.1509433962264151,0.04871677165040776,0.0465399773989504,-172.1656353365105
287,0.2,0.07184212081070997,0.0465399773989504,-207.87133199075274
288,0.25,0.0944911182523068,0.2518923724324972,71.29029936296065
289,0.2857142857142857,0.11664236870396086,0.2518923724324972,48.876362015008475
290,0.2,0.07844645405527362,0.2518923724324972,52.24353744284262
291,0.25,0.0944911182523068,0.2518923724324972,71.29029936296065
292,0.4,0.10690449676496976,0.2518923724324972,-42.33466289754156
293,0.2,0.062469504755442426,0.2518923724324972,68.08789704352935
294,0.25,0.0944911182523068,0.0131230492825392,-472.6777417934318
295,0.3333333333333333,0.11785113019775792,0.0131230492825392,-569.0488197637945
296,0.5,0.15075567228888181,0.0131230492825392,-722.6972290981342
297,0.1,0.06546536707079771,0.0131230492825392,-27.326567379869598
298,0.15,0.05,0.0131230492825392,-531.6446025741827
299,0.4,0.13333333333333333,0.0131230492825392,-634.8655174516705
300,2.0,0.5,0.8974164936058019,-6.460322084563009
301,1.5,1.0,0.8974164936058019,55.90849056358744
302,1.0,0.2,0.8974164936058019,122.3947710998397
303,1.5,0.5,0.8974164936058019,61.85765677508539
304,1.0,0.5,0.8974164936058019,90.11036440483204
305,1.2,0.5,0.8974164936058019,83.61711390052159
306,10.0,2.0,10.881872088685798,-105.73961832407001
307,10.0,2.0,10.881872088685798,-105.73961832407001
308,2.5,0.5,10.881872088685798,-16839.84819489161
309,9.0,3.0,10.881872088685798,-166.5238866241528
310,12.0,1.0,10.881872088685798,-85.84876818780546
311,5.5,1.0,10.881872088685798,-1753.7665654454022
312,0.4,0.09607689228305229,0.2291011046781772,-120.05044381725268
313,0.25,0.0944911182523068,0.2291011046781772,153.4121507231828
314,0.5,0.15075567228888181,0.2291011046781772,-186.52436974525907
315,0.3076923076923077,0.12335134242111895,0.2291011046781772,92.42629431094875
316,0.35,0.10408329997330663,0.2291011046781772,43.103738967474385
317,0.4,0.06859943405700353,0.2291011046781772,-378.46205910473356
318,78.0,5.0,78.12107684632,36.36856702467496
319,85.0,5.0,78.12107684632,12.560948459709625
320,77.5,5.0,78.12107684632,36.181811498185176
321,80.0,5.0,78.12107684632,34.599189517698655
322,78.0,5.0,78.12107684632,36.36856702467496
323,75.0,10.0,78.12107684632,17.707964324195512
324,95.0,7.0,99.35040588544162,13.659019071654535
325,95.0,12.0,99.35040588544162,2.037913778558412
326,92.0,8.0,99.35040588544162,3.4237615439828226
327,90.0,10.0,99.35040588544162,-3.301653975738547
328,87.0,5.0,99.35040588544162,-57.52228812599774
329,85.0,7.5,99.35040588544162,-34.52059796716468
330,0.25,0.0944911182523068,0.2800408376597024,106.779079133384
331,0.25,0.0944911182523068,0.2800408376597024,106.779079133384
332,0.5,0.15075567228888181,0.2800408376597024,-93.5036324770245
333,0.3,0.13816985594155148,0.2800408376597024,63.61994025615727
334,0.1,0.042008402520840295,0.2800408376597024,-662.0112609462492
335,0.13043478260869565,0.06874516652539955,0.2800408376597024,-156.587564718257
336,0.2,0.05601120336112039,0.055925309156223,-369.2821742854154
337,0.2,0.1,0.055925309156223,-47.71992731302526
338,0.5,0.22360679774997896,0.055925309156223,-200.9634343526759
339,0.2,0.1,0.055925309156223,-47.71992731302526
340,0.15,0.07791937224739796,0.055925309156223,13.002483375925108
341,0.1,0.029851115706299676,0.055925309156223,40.87575224978107
342,200.0,10.0,165.96316136777656,-135.99884095273362
343,220.0,15.0,165.96316136777656,-164.8447034829545
344,210.0,12.0,165.96316136777656,-165.40747750917285
345,200.0,15.0,165.96316136777656,-62.361368081802716
346,210.0,10.0,165.96316136777656,-238.20199051242537
347,210.0,20.0,165.96316136777656,-65.95545556780561
348,0.8,0.07844645405527362,0.9838656546177214,-354.7859718595485
349,0.25,0.0944911182523068,0.9838656546177214,-2724.859366673415
350,0.6666666666666666,0.11785113019775792,0.9838656546177214,-516.7918931295432
351,0.9615384615384616,0.02641549306705558,0.9838656546177214,63.53039729515775
352,0.9900990099009901,0.009803441019571034,0.9838656546177214,67.7211534028484
353,0.9950248756218906,0.00495043378213925,0.9838656546177214,15.445154854428083
354,0.5,0.1,0.4640578958978977,147.49414905912676
355,0.8,0.2,0.4640578958978977,74.06781990393414
356,0.5,0.1,0.4640578958978977,147.49414905912676
357,0.3,0.1,0.4640578958978977,101.36452326953538
358,0.3,0.1,0.4640578958978977,101.36452326953538
359,0.3,0.1,0.4640578958978977,101.36452326953538
360,1.0,0.2,0.5068630511625142,-795.5200411958795
361,0.8,0.15,0.5068630511625142,-255.0203125608525
362,3.0,1.0,0.5068630511625142,-1434.9602750704887
363,0.5,0.2,0.5068630511625142,362.98405908440606
364,0.4,0.1,0.5068630511625142,409.7747424123927
365,0.8,0.2,0.5068630511625142,-46.229126133300355
366,80.0,7.0,78.83461705541391,17.35858361446526
367,70.0,5.0,78.83461705541391,-17.39736511254213
368,70.0,5.0,78.83461705541391,-17.39736511254213
369,80.0,8.0,78.83461705541391,13.61843222317635
370,75.0,1.5,78.83461705541391,-31.826996393979897
371,72.0,5.0,78.83461705541391,0.5958198858667155
372,0.25,0.0944911182523068,0.0936190981100578,-89.67244074708522
373,0.25,0.06762522260005742,0.0936190981100578,-236.7752811242978
374,0.1,0.21213203435596428,0.0936190981100578,-115.23487768118682
375,0.1,0.06546536707079771,0.0936190981100578,54.00948404829943
376,0.07,0.02538807703323638,0.0936190981100578,81.46789794075227
377,0.1,0.042008402520840295,0.0936190981100578,94.8493091569125
378,0.25,0.0944911182523068,0.3685141814339768,23.80753060081562
379,0.25,0.0944911182523068,0.3685141814339768,23.80753060081562
380,0.5,0.15075567228888181,0.3685141814339768,40.233778421931355
381,0.2,0.12060453783110545,0.3685141814339768,-86.14980926360268
382,0.15,0.07791937224739796,0.3685141814339768,-414.449007584384
383,0.16666666666666666,0.06693494407520824,0.3685141814339768,-495.45378903888854
384,0.3,0.0641688947919748,0.3471136320968788,151.29111109625768
385,0.25,0.0944911182523068,0.3471136320968788,30.238268489661657
386,0.5,0.28867513459481287,0.3471136320968788,-100.0
387,0.3,0.1,0.3471136320968788,97.59817384958036
388,0.35,0.10408329997330663,0.3471136320968788,121.54406639909274
389,0.3333333333333333,0.08466675133346033,0.3471136320968788,152.54905762180599
390,1.2,0.3,1.5350766308733583,82.25542230145366
391,2.5,1.5,1.5350766308733583,19.779803497211404
392,2.0,0.5,1.5350766308733583,65.52440128086376
393,1.5,0.75,1.5350766308733583,66.8732900516658
394,1.0,0.5,1.5350766308733583,58.17421134883677
395,1.5,0.5,1.5350766308733583,88.04263556646913
396,0.15,0.07791937224739796,0.2552476614990333,-7.608361380821649
397,0.3333333333333333,0.11785113019775792,0.2552476614990333,91.73437662520911
398,0.3333333333333333,0.11785113019775792,0.2552476614990333,91.73437662520911
399,0.2,0.12060453783110545,0.2552476614990333,48.2627688641783
400,0.1,0.06546536707079771,0.2552476614990333,-194.5052987158949
401,0.15,0.07791937224739796,0.2552476614990333,-7.608361380821649
402,2.5,0.7,0.8872222181617718,69.24861162454303
403,3.0,2.0,0.8872222181617718,79.25241670836836
404,1.2,0.4,0.8872222181617718,97.05176643653172
405,1.0,0.5,0.8872222181617718,97.59804610152531
406,0.8,0.4,0.8872222181617718,99.74738500825168
407,0.9,0.2,0.8872222181617718,106.58222370412011
408,82.0,6.0,93.66582391759268,-26.131454182647442
409,90.0,7.0,93.66582391759268,17.70156615812224
410,90.0,5.0,93.66582391759268,23.316991578415692
411,90.0,7.0,93.66582391759268,17.70156615812224
412,87.0,10.0,93.66582391759268,5.592026472078316
413,88.0,5.0,93.66582391759268,13.08399097091882
414,0.4,0.06859943405700353,0.1900400857762192,-646.2570222595258
415,0.3333333333333333,0.08466675133346033,0.1900400857762192,-75.44775868607421
416,0.5,0.15075567228888181,0.1900400857762192,-253.73417103944257
417,0.16666666666666666,0.06693494407520824,0.1900400857762192,135.70638519005635
418,0.18,0.05379700407140553,0.1900400857762192,184.78512928544055
419,0.25,0.06762522260005742,0.1900400857762192,124.19739192326833
420,0.5,0.15075567228888181,0.1739782109724258,-280.80501418442446
421,0.3333333333333333,0.11785113019775792,0.1739782109724258,-31.780157990613752
422,0.5,0.15075567228888181,0.1739782109724258,-280.80501418442446
423,0.1,0.06546536707079771,0.1739782109724258,15.119479031790588
424,,,0.1739782109724258,
425,0.15,0.055765187147188665,0.1739782109724258,139.15987169492635
426,1.5,0.5,1.5167970001529811,91.9475855654621
427,1.0,0.5,1.5167970001529811,72.96542015663802
428,1.0,0.2,1.5167970001529811,5.7999498703729415
429,1.5,0.5,1.5167970001529811,91.9475855654621
430,0.6,0.2,1.5167970001529811,-249.19465677158536
431,1.2,0.3,1.5167970001529811,90.30521355637877
432,0.6,0.15,0.8164067112567804,96.4105921690682
433,1.0,0.5,0.8164067112567804,83.16829815006577
434,50.0,20.0,0.8164067112567804,-298.3091539140034
435,0.4,0.15,0.8164067112567804,-65.04414557484813
436,0.35,0.1,0.8164067112567804,-444.96215836609247
437,0.6,0.2,0.8164067112567804,106.03343682839956
438,0.375,0.07560729736364173,0.1212237167401427,-996.6099902535008
439,0.25,0.0944911182523068,0.1212237167401427,7.970868359806877
440,0.5,0.15075567228888181,0.1212237167401427,-476.12868933718397
441,0.2,0.05601120336112039,0.1212237167401427,64.9275854509354
442,0.18181818181818182,0.06614607955536354,0.1212237167401427,139.35572766282507
443,0.16666666666666666,0.06693494407520824,0.1212237167401427,162.42634832557908
