variable_name,variable,ground_truth_distribution_type,fitted_distribution_type,mu,sigma,a,b
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their waist circumference in centimeters is less than or equal to 87.9",easy_8,normal,gaussian,0.39999998694672884,0.08850242525423291,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their blood mercury level in ug/L is less than or equal to 0.35",easy_9,normal,lognormal,-1.1397860831332245,0.14295760320555567,,
"The average blood manganese level among adult (over 18) individuals in units of ug/L in the general US population, given they are currently taking insulin",easy_10,normal,gaussian,9.999999998912715,1.8160351439978177,,
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given they take medication for depression",easy_11,beta,beta,,,8.994021581952047,4.9043664816912775
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given their blood cadmium level in ug/L is greater than 0.5425",easy_12,normal,lognormal,0.45153026233555943,0.2684306267992742,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their waist circumference in centimeters is greater than 110.7",easy_13,normal,lognormal,0.19186705966502218,0.5535748039208405,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they are currently taking insulin",easy_14,beta,beta,,,6.936730176876085,36.464058291253664
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever had a heart attack that was confirmed by a doctor",easy_15,normal,gaussian,0.6199999946717076,0.1560289040891154,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they have ever been diagnosed with diabetes by a doctor",easy_16,normal,gaussian,88.99999998624064,1.7585518245437362,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",easy_17,normal,lognormal,-1.1061849935008001,0.3776616769261491,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their blood lead level in ug/dL is greater than 0.55 and less than or equal to 0.92",easy_18,normal,gaussian,0.8199999951277448,0.1560289042429862,,
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given their weight in kilograms is greater than 66.5 and less than or equal to 78.9",easy_19,normal,gaussian,1.2799999950213843,0.28648320850473324,,
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given their blood manganese level in ug/L is greater than 7.48 and less than or equal to 9.38, and their waist circumference in centimeters is greater than 111.35",medium_0,normal,gaussian,1.299999985854861,0.20142978924331512,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is less than or equal to 158.0, and they have ever had a heart attack that was confirmed by a doctor",medium_1,normal,gaussian,0.5299999950476878,0.1915166460114337,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is greater than 94.5, and their blood lead level in ug/dL is greater than 1.28",medium_2,beta,beta,,,6.914642492679449,30.495234765075054
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9, and their total cholesterol in mg/dL is greater than 153.0 and less than or equal to 176.0",medium_3,normal,gaussian,72.0,3.1205782524301675,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given their blood mercury level in ug/L is greater than 0.68 and less than or equal to 1.46, and they have ever had a heart attack that was confirmed by a doctor",medium_4,beta,beta,,,18.21962071975219,1.232870507391323
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor, and they have not been diagnosed with diabetes by a doctor",medium_5,beta,beta,,,35.779026163545666,1.3339861858005047
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they are currently taking insulin, and their blood lead level in ug/dL is greater than 0.65 and less than or equal to 0.91",medium_6,normal,gaussian,0.9999999880605434,0.2666569408353562,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they are currently taking insulin, and they have ever had a heart attack that was confirmed by a doctor",medium_7,beta,beta,,,35.779026163545666,1.3339861858005047
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9, and they have ever been diagnosed with diabetes by a doctor",medium_8,normal,gaussian,74.9999999992879,2.2125606054635774,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and their waist circumference in centimeters is greater than 99.8 and less than or equal to 111.75",medium_9,normal,lognormal,0.12418780588909413,0.42748633999770885,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood lead level in ug/dL is less than or equal to 0.55, and their waist circumference in centimeters is greater than 112.625",medium_10,beta,beta,,,5.645728495566517,80.89254383477007
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they have ever been diagnosed with diabetes by a doctor, and their blood mercury level in ug/L is greater than 0.35 and less than or equal to 0.69",medium_11,normal,gaussian,86.99999933851828,4.028595737481733,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they have serious difficulty concentrating, and their waist circumference in centimeters is less than or equal to 89.5",medium_12,normal,gaussian,75.0,5.33313878136985,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever had a heart attack that was confirmed by a doctor, and their total cholesterol in mg/dL is greater than 139.0 and less than or equal to 164.0",medium_13,normal,gaussian,1.1999999872804084,0.36320703015781386,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5, and their blood lead level in ug/dL is less than or equal to 0.5",medium_14,normal,gaussian,0.3999999777703246,0.06867615328351369,,
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they do not have health insurance, and they have serious difficulty concentrating",medium_15,normal,gaussian,94.0,2.7240527249360085,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they have not been diagnosed with diabetes by a doctor, and they do not have health insurance",medium_16,beta,beta,,,5.595336049318894,100.0
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they have ever been diagnosed with diabetes by a doctor, and they have ever been diagnosed with cancer by a doctor",medium_17,beta,beta,,,5.776685203164767,13.13296028188313
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given that they do not take medication for depression, and they have ever had a heart attack that was confirmed by a doctor",medium_18,beta,beta,,,6.063695317438123,32.350113256773916
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with diabetes by a doctor, and they do not have health insurance",medium_19,normal,lognormal,-0.7951833295260979,0.5509622011949975,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they do not have serious difficulty concentrating, and they have not been diagnosed with cancer by a doctor, and they are currently taking insulin",hard_0,beta,beta,,,25.372508801584573,1.8756378283514459
"The average blood manganese level among adult (over 18) individuals in units of ug/L in the general US population, given their waist circumference in centimeters is greater than 98.9 and less than or equal to 110.7, and they have serious difficulty concentrating, and their blood mercury level in ug/L is greater than 0.51 and less than or equal to 1.24",hard_1,normal,gaussian,9.499999998912715,1.8160351439978177,,
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given their blood mercury level in ug/L is less than or equal to 0.35, and their weight in kilograms is greater than 79.3 and less than or equal to 97.25, and their total cholesterol in mg/dL is greater than 205.75",hard_2,normal,gaussian,100.99999999836908,1.3620263156317085,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they take medication for depression, and their blood lead level in ug/dL is greater than 0.56 and less than or equal to 0.91, and their weight in kilograms is greater than 73.85 and less than or equal to 84.0",hard_3,beta,beta,,,41.077197526638216,2.4759438080542857
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have not been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 185.0 and less than or equal to 213.0, and their blood manganese level in ug/L is greater than 11.7225",hard_4,normal,gaussian,0.3199999949837959,0.11062802566639661,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they do not have serious difficulty concentrating, and their waist circumference in centimeters is greater than 110.3, and their total cholesterol in mg/dL is less than or equal to 155.0",hard_5,normal,gaussian,111.99999990415958,5.218172068495143,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood mercury level in ug/L is less than or equal to 0.35, and they are currently taking insulin, and that they do not take medication for depression",hard_6,beta,beta,,,6.042360845699708,77.37868373410043
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have not been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 213.0, and their blood manganese level in ug/L is greater than 11.64",hard_7,normal,lognormal,0.03261794701409021,0.39235531801768064,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever been diagnosed with diabetes by a doctor, and their blood lead level in ug/dL is greater than 0.67 and less than or equal to 1.01, and their total cholesterol in mg/dL is less than or equal to 148.0",hard_8,beta,beta,,,13.915235614402004,1.748891430334527
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood cadmium level in ug/L is greater than 0.5425, and their total cholesterol in mg/dL is greater than 161.0 and less than or equal to 185.0, and they do not have serious difficulty concentrating",hard_9,beta,beta,,,4.73986118142179,33.33935752329398
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given their total cholesterol in mg/dL is greater than 212.0, and their weight in kilograms is greater than 66.825 and less than or equal to 78.75, and they take medication for depression",hard_10,beta,beta,,,3.3352835416822084,3.3352832501798035
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood mercury level in ug/L is greater than 1.46, and their waist circumference in centimeters is less than or equal to 85.7, and their total cholesterol in mg/dL is greater than 215.0",hard_11,normal,gaussian,69.99999994293555,3.5171034933583125,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with diabetes by a doctor, and they have not been diagnosed with cancer by a doctor, and they do not have health insurance",hard_12,normal,lognormal,-1.0752129074860197,0.3516751622639655,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood cadmium level in ug/L is greater than 0.31 and less than or equal to 0.5425, and their blood lead level in ug/dL is less than or equal to 0.68, and their waist circumference in centimeters is greater than 99.85 and less than or equal to 113.47500000000001",hard_13,beta,beta,,,7.872157936202727,87.94338512029263
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is less than or equal to 158.0, and they have health insurance, and their weight in kilograms is greater than 65.3 and less than or equal to 79.5",hard_14,normal,gaussian,0.7999999836274698,0.136202637512692,,
"The probability that the average adult (over 18) in the US population is currently taking insulin, given they have ever been diagnosed with diabetes by a doctor, and they have serious difficulty concentrating, and they have not been diagnosed with cancer by a doctor",hard_15,beta,beta,,,5.376286723803958,9.604761062516621
"The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population, given they have serious difficulty concentrating, and their blood mercury level in ug/L is greater than 0.54 and less than or equal to 1.1, and their waist circumference in centimeters is greater than 93.075 and less than or equal to 101.0",hard_16,normal,gaussian,210.0,11.062803039586898,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their waist circumference in centimeters is less than or equal to 87.9, and their blood lead level in ug/dL is greater than 0.49 and less than or equal to 0.82, and their weight in kilograms is greater than 68.2",hard_17,beta,beta,,,4.070450792273419,44.63759411305209
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood manganese level in ug/L is greater than 7.48 and less than or equal to 9.38, and their blood cadmium level in ug/L is greater than 0.17 and less than or equal to 0.29, and they have not had a heart attack that was confirmed by a doctor",hard_18,beta,beta,,,7.637447556036565,60.05449954038056
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they do not have health insurance, and their waist circumference in centimeters is less than or equal to 86.0, and they do not have serious difficulty concentrating",hard_19,beta,beta,,,2.24978445324778,62.032129739191646
