variable_name,variable,ground_truth,ground_truth_distribution_type,mean,std,a,b
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they are currently taking insulin",easy_15,111.1603034427047,normal,110.0000001680876,4.540087850026896,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they take medication for depression",easy_16,0.9256086081908381,beta,,,16.52775572321148,2.0331444386845994
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with cancer by a doctor",easy_17,1.5030180967202629,normal,0.8199999951277448,0.1560289042429862,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever had a heart attack that was confirmed by a doctor",easy_18,1.003168592665473,normal,1.2999999950125773,0.26665693484746544,,
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they have ever been diagnosed with diabetes by a doctor",easy_19,111.17048561329548,normal,107.9999999992879,2.2125606054635774,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they do not have health insurance, and they have ever been diagnosed with diabetes by a doctor",medium_0,99.35040588544162,normal,90.59999933933133,2.666569780658348,,
"The probability that the average adult (over 18) in the US population is currently taking insulin, given they take medication for depression, and they have ever had a heart attack that was confirmed by a doctor",medium_1,0.2800408376597024,beta,,,3.726834400575171,30.271812183004556
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they take medication for depression, and their blood manganese level in ug/L is greater than 8.9 and less than or equal to 10.875",medium_2,0.2552476614990333,beta,,,3.1466937124729766,32.27053886103233
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is greater than 158.0 and less than or equal to 183.0, and they do not have health insurance",medium_3,0.8872222181617718,normal,0.7199999949425164,0.14324160172356093,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and they have ever been diagnosed with diabetes by a doctor",medium_4,93.66582391759269,normal,88.59999902236723,4.0860786076657485,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their total cholesterol in mg/dL is greater than 158.0 and less than or equal to 183.0, and their weight in kilograms is greater than 94.2",medium_5,0.19004008577621928,beta,,,6.914642492679449,30.495234765075054
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given their weight in kilograms is greater than 66.5 and less than or equal to 78.9, and their blood manganese level in ug/L is less than or equal to 7.44",medium_6,0.17397821097242586,beta,,,7.056611244098102,100.0
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and their blood cadmium level in ug/L is less than or equal to 0.19",medium_7,1.5167970001529811,normal,0.6599999953499703,0.14611576748336844,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their waist circumference in centimeters is less than or equal to 87.9, and their blood lead level in ug/dL is greater than 1.4124999999999999",medium_8,0.8164067112567804,normal,0.5479999950179383,0.13620263057975604,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they have ever been diagnosed with diabetes by a doctor, and that they do not take medication for depression",medium_9,0.12122371674014276,beta,,,7.50232481654287,68.44791743632709
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and their blood mercury level in ug/L is greater than 1.505",medium_10,0.05592530915622303,beta,,,4.124472229197317,17.555370853844437
"The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population, given they are currently taking insulin, and their weight in kilograms is greater than 102.6",medium_11,165.96316136777656,normal,203.00000014218523,11.350219684256228,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given they are currently taking insulin, and their weight in kilograms is greater than 88.2 and less than or equal to 102.6",medium_12,0.9838656546177214,beta,,,100.0,1.001
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their blood mercury level in ug/L is less than or equal to 0.35, and that they do not take medication for depression",medium_13,0.4640578958978977,normal,0.2999999852033142,0.0624115649908609,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with cancer by a doctor, and they have not been diagnosed with diabetes by a doctor",medium_14,0.5068630511625142,normal,0.5499999948359034,0.21134291945777178,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood mercury level in ug/L is less than or equal to 0.35, and they have ever been diagnosed with cancer by a doctor",medium_15,78.83461705541391,normal,79.00000019358978,3.5745870463274723,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given their blood mercury level in ug/L is less than or equal to 0.35, and they have ever been diagnosed with cancer by a doctor",medium_16,0.0936190981100578,beta,,,5.491014070954092,47.691233458688956
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given they have ever had a heart attack that was confirmed by a doctor, and their blood mercury level in ug/L is less than or equal to 0.3525",medium_17,0.3685141814339768,beta,,,4.855716665959362,38.00124775444494
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood lead level in ug/dL is greater than 1.48, and they have ever had a heart attack that was confirmed by a doctor",medium_18,0.3471136320968788,beta,,,7.5032727963221895,9.061720240769583
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with cancer by a doctor, and they are not currently taking insulin",medium_19,1.5350766308733583,normal,1.0999999950015218,0.35745869213684583,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their blood cadmium level in ug/L is greater than 0.5425, and their blood lead level in ug/dL is greater than 1.25 and less than or equal to 1.92, and they have serious difficulty concentrating",hard_0,0.8100218524873639,normal,1.4599999953036042,0.37728496559364405,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9, and that they do not take medication for depression, and their blood lead level in ug/dL is greater than 0.49 and less than or equal to 0.81",hard_1,61.41386595425482,normal,65.0,3.4912909213739227,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 66.5 and less than or equal to 78.9, and their blood cadmium level in ug/L is greater than 0.56, and their blood lead level in ug/dL is less than or equal to 0.84",hard_2,1.014119080480835,normal,0.5999999895408713,0.0351710364847241,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood lead level in ug/dL is greater than 0.92 and less than or equal to 1.48, and their blood mercury level in ug/L is greater than 0.39 and less than or equal to 0.78, and their total cholesterol in mg/dL is greater than 214.0",hard_3,0.04653997739895047,beta,,,10.201081848447368,39.550066829387816
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and they take medication for depression, and their weight in kilograms is greater than 84.6 and less than or equal to 98.275",hard_4,0.2518923724324972,beta,,,5.235206602340445,39.47999600026303
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood lead level in ug/dL is less than or equal to 0.55, and their total cholesterol in mg/dL is greater than 152.0 and less than or equal to 176.0, and their waist circumference in centimeters is greater than 96.7 and less than or equal to 111.5",hard_5,0.013123049282539209,beta,,,5.932934782175669,8.832727212706235
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 78.9 and less than or equal to 94.5, and they are not currently taking insulin, and they have serious difficulty concentrating",hard_6,0.8974164936058019,normal,0.9999999827505286,0.1816035160966801,,
"The average blood manganese level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with cancer by a doctor, and their blood mercury level in ug/L is greater than 1.4575, and their weight in kilograms is greater than 68.25 and less than or equal to 79.69999999999999",hard_7,10.881872088685798,normal,10.099999996961152,1.0071489408102632,,
"The probability that the average adult (over 18) in the US population is currently taking insulin, given their weight in kilograms is greater than 78.9 and less than or equal to 94.5, and their waist circumference in centimeters is greater than 109.2, and they have ever been diagnosed with diabetes by a doctor",hard_8,0.22910110467817726,beta,,,5.932934782175669,8.832727212706235
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood cadmium level in ug/L is greater than 0.5425, and their blood manganese level in ug/L is less than or equal to 7.45, and they have health insurance",hard_9,78.12107684632,normal,80.0,2.7240527249360085,,
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they have ever been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 156.0 and less than or equal to 183.0, and they are not currently taking insulin",hard_10,1.291427894718302,normal,1.319999994817812,0.37728496539129436,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their blood cadmium level in ug/L is greater than 0.31 and less than or equal to 0.5425, and they have not been diagnosed with diabetes by a doctor, and their waist circumference in centimeters is less than or equal to 87.4",hard_11,1.6437127364315731,normal,0.5999999779134798,0.13620263751269318,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 78.9 and less than or equal to 94.5, and their waist circumference in centimeters is greater than 98.07499999999999 and less than or equal to 103.6, and they have not been diagnosed with diabetes by a doctor",hard_12,1.4837072564715934,normal,0.6999999869490373,0.06637681899387128,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood cadmium level in ug/L is greater than 0.5425, and they take medication for depression, and their waist circumference in centimeters is less than or equal to 92.1",hard_13,58.13594758245014,normal,71.0,2.724052933694791,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they are currently taking insulin, and they have not been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 164.5 and less than or equal to 188.75",hard_14,0.2245985138620538,beta,,,4.281907056756214,23.098604460422585
"The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population, given their blood mercury level in ug/L is greater than 0.68 and less than or equal to 1.46, and they do not have serious difficulty concentrating, and their blood lead level in ug/dL is greater than 1.43",hard_15,203.11808217336528,normal,199.99999999831545,6.52271520364194,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they have ever been diagnosed with diabetes by a doctor, and they have health insurance, and their weight in kilograms is greater than 84.7 and less than or equal to 101.175",hard_16,0.17998865508938455,beta,,,9.748263931364951,98.88379040357842
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they have health insurance, and they have ever had a heart attack that was confirmed by a doctor, and they have ever been diagnosed with diabetes by a doctor",hard_17,113.15729834950707,normal,108.19999999628159,3.830333001307046,,
"The probability that the average adult (over 18) in the US population takes medication for depression, given they do not have health insurance, and their blood manganese level in ug/L is greater than 12.165, and their weight in kilograms is greater than 76.5 and less than or equal to 90.19999999999999",hard_18,0.027431536440678386,beta,,,3.268239324599392,33.817020688255404
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood lead level in ug/dL is less than or equal to 0.55, and their blood cadmium level in ug/L is less than or equal to 0.13, and their waist circumference in centimeters is greater than 86.0 and less than or equal to 99.0",hard_19,0.08267806962910745,beta,,,11.278782102951638,100.0
