approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,CoveredByHealthInsurance,The probability that the average adult (over 18) in the US population or their spouse has health insurance,beta,0.8626390131150734,0.92,0.9227941172538718,0.9285714285714286
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,CoveredByHealthInsurance,The probability that the average adult (over 18) in the US population or their spouse has health insurance,beta,0.8626390131150734,0.45,0.44966534548871373,0.4489795918367347
o3-mini_base_unified-no-lognormal_tempmedium,CoveredByHealthInsurance,The probability that the average adult (over 18) in the US population or their spouse has health insurance,beta,0.8626390131150734,0.9,0.9132248363443051,0.9444444444444444
o4-mini_base_unified-no-lognormal_tempmedium,CoveredByHealthInsurance,The probability that the average adult (over 18) in the US population or their spouse has health insurance,beta,0.8626390131150734,0.9,0.902665361579311,0.9081632653061225
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,CoveredByHealthInsurance,The probability that the average adult (over 18) in the US population or their spouse has health insurance,beta,0.8626390131150734,0.9,0.902665361579311,0.9081632653061225
gpt-4o_base_unified-no-lognormal_temp0.5,DoctorToldYouHaveDiabetes,The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor,beta,0.136884605385407,0.125,0.12249806908750648,0.11734693877551021
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,DoctorToldYouHaveDiabetes,The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor,beta,0.136884605385407,0.12222222222222222,0.12166245126369526,0.12053571428571429
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,DoctorToldYouHaveDiabetes,The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor,beta,0.136884605385407,0.4,0.39933074269813285,0.3979591836734694
o3-mini_base_unified-no-lognormal_tempmedium,DoctorToldYouHaveDiabetes,The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor,beta,0.136884605385407,0.1,0.09733463842068904,0.09183673469387756
o4-mini_base_unified-no-lognormal_tempmedium,DoctorToldYouHaveDiabetes,The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor,beta,0.136884605385407,0.1,0.09733463842068904,0.09183673469387756
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,DoctorToldYouHaveDiabetes,The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor,beta,0.136884605385407,0.11,0.10739977249334692,0.10204081632653061
gpt-4o_base_unified-no-lognormal_temp0.5,EverToldYouHadCancerOrMalignancy,The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor,beta,0.1095779532043771,0.15,0.14766294230298524,0.14285714285714285
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,EverToldYouHadCancerOrMalignancy,The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor,beta,0.1095779532043771,0.25,0.24832805702777314,0.24489795918367346
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,EverToldYouHadCancerOrMalignancy,The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor,beta,0.1095779532043771,0.4,0.39933074269813285,0.3979591836734694
o3-mini_base_unified-no-lognormal_tempmedium,EverToldYouHadCancerOrMalignancy,The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor,beta,0.1095779532043771,0.38,0.37919692951619743,0.37755102040816324
o4-mini_base_unified-no-lognormal_tempmedium,EverToldYouHadCancerOrMalignancy,The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor,beta,0.1095779532043771,0.15,0.14766294230298524,0.14285714285714285
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,EverToldYouHadCancerOrMalignancy,The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor,beta,0.1095779532043771,0.12,0.11746523779198587,0.11224489795918367
gpt-4o_base_unified-no-lognormal_temp0.5,EverToldYouHadHeartAttack,The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor,beta,0.036454840110654,0.045,0.04348942814792375,0.04040404040404041
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,EverToldYouHadHeartAttack,The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor,beta,0.036454840110654,0.1,0.09733463842068904,0.09183673469387756
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,EverToldYouHadHeartAttack,The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor,beta,0.036454840110654,0.15,0.14766294230298524,0.14285714285714285
o3-mini_base_unified-no-lognormal_tempmedium,EverToldYouHadHeartAttack,The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor,beta,0.036454840110654,0.07,0.06714271436549656,0.061224489795918366
o4-mini_base_unified-no-lognormal_tempmedium,EverToldYouHadHeartAttack,The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor,beta,0.036454840110654,0.03,0.029375154035403868,0.028112449799196786
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,EverToldYouHadHeartAttack,The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor,beta,0.036454840110654,0.1,0.09733463842068904,0.09183673469387756
gpt-4o_base_unified-no-lognormal_temp0.5,HaveSeriousDifficultyConcentrating,The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating,beta,0.1069809229920304,0.15,0.14766294230298524,0.14285714285714285
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,HaveSeriousDifficultyConcentrating,The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating,beta,0.1069809229920304,0.2,0.19799480854694862,0.19387755102040816
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,HaveSeriousDifficultyConcentrating,The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating,beta,0.1069809229920304,0.35,0.3489962548950529,0.3469387755102041
o3-mini_base_unified-no-lognormal_tempmedium,HaveSeriousDifficultyConcentrating,The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating,beta,0.1069809229920304,0.2,0.17961961198036097,0.125
o4-mini_base_unified-no-lognormal_tempmedium,HaveSeriousDifficultyConcentrating,The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating,beta,0.1069809229920304,0.06,0.05708091949420704,0.05102040816326531
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,HaveSeriousDifficultyConcentrating,The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating,beta,0.1069809229920304,0.15,0.14414623588644157,0.13157894736842105
gpt-4o_base_unified-no-lognormal_temp0.5,TakeMedicationForDepression,The probability that the average adult (over 18) in the US population takes medication for depression,beta,0.1098361140449099,0.15,0.14766294230298524,0.14285714285714285
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,TakeMedicationForDepression,The probability that the average adult (over 18) in the US population takes medication for depression,beta,0.1098361140449099,0.2,0.19799480854694862,0.19387755102040816
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,TakeMedicationForDepression,The probability that the average adult (over 18) in the US population takes medication for depression,beta,0.1098361140449099,0.4,0.39933074269813285,0.3979591836734694
o3-mini_base_unified-no-lognormal_tempmedium,TakeMedicationForDepression,The probability that the average adult (over 18) in the US population takes medication for depression,beta,0.1098361140449099,0.2,0.19327947347995802,0.17857142857142858
o4-mini_base_unified-no-lognormal_tempmedium,TakeMedicationForDepression,The probability that the average adult (over 18) in the US population takes medication for depression,beta,0.1098361140449099,0.13,0.127530955738359,0.12244897959183673
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,TakeMedicationForDepression,The probability that the average adult (over 18) in the US population takes medication for depression,beta,0.1098361140449099,0.13,0.127530955738359,0.12244897959183673
gpt-4o_base_unified-no-lognormal_temp0.5,TakingInsulinNow,The probability that the average adult (over 18) in the US population is currently taking insulin,beta,0.0304103891439751,0.07,0.06714271436549656,0.061224489795918366
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,TakingInsulinNow,The probability that the average adult (over 18) in the US population is currently taking insulin,beta,0.0304103891439751,0.05263157894736842,0.04951359557915389,0.043010752688172046
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,TakingInsulinNow,The probability that the average adult (over 18) in the US population is currently taking insulin,beta,0.0304103891439751,0.3333333333333333,0.3314701692801982,0.3275862068965517
o3-mini_base_unified-no-lognormal_tempmedium,TakingInsulinNow,The probability that the average adult (over 18) in the US population is currently taking insulin,beta,0.0304103891439751,0.03,0.02691895861446803,0.02040816326530612
o4-mini_base_unified-no-lognormal_tempmedium,TakingInsulinNow,The probability that the average adult (over 18) in the US population is currently taking insulin,beta,0.0304103891439751,0.03,0.02691895861446803,0.02040816326530612
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,TakingInsulinNow,The probability that the average adult (over 18) in the US population is currently taking insulin,beta,0.0304103891439751,0.04,0.0369658994076632,0.030612244897959183
gpt-4o_base_unified-no-lognormal_temp0.5,TotalCholesterolMgdl,The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population,gaussian,188.1221353263126,200.0,200.0,200.0
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,TotalCholesterolMgdl,The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population,gaussian,188.1221353263126,195.0,195.0,195.0
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,TotalCholesterolMgdl,The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population,gaussian,188.1221353263126,195.0,195.0,195.0
o3-mini_base_unified-no-lognormal_tempmedium,TotalCholesterolMgdl,The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population,gaussian,188.1221353263126,200.0,200.0,200.0
o4-mini_base_unified-no-lognormal_tempmedium,TotalCholesterolMgdl,The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population,gaussian,188.1221353263126,190.0,190.0,190.0
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,TotalCholesterolMgdl,The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population,gaussian,188.1221353263126,203.0,203.0,203.0
gpt-4o_base_unified-no-lognormal_temp0.5,WaistCircumferenceCm,The average waist circumference among adult (over 18) individuals in cm in the general US population,gaussian,100.38684903677463,100.0,100.0,100.0
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,WaistCircumferenceCm,The average waist circumference among adult (over 18) individuals in cm in the general US population,gaussian,100.38684903677463,102.0,102.0,102.0
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,WaistCircumferenceCm,The average waist circumference among adult (over 18) individuals in cm in the general US population,beta,100.38684903677463,0.2,0.19799480854694862,0.19387755102040816
o3-mini_base_unified-no-lognormal_tempmedium,WaistCircumferenceCm,The average waist circumference among adult (over 18) individuals in cm in the general US population,gaussian,100.38684903677463,95.0,95.0,95.0
o4-mini_base_unified-no-lognormal_tempmedium,WaistCircumferenceCm,The average waist circumference among adult (over 18) individuals in cm in the general US population,gaussian,100.38684903677463,99.0,99.0,99.0
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,WaistCircumferenceCm,The average waist circumference among adult (over 18) individuals in cm in the general US population,gaussian,100.38684903677463,95.0,95.0,95.0
gpt-4o_base_unified-no-lognormal_temp0.5,WeightKg,The average weight among adult (over 18) individuals in the general US population in kilograms,gaussian,84.0178628441432,80.0,80.0,80.0
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,WeightKg,The average weight among adult (over 18) individuals in the general US population in kilograms,gaussian,84.0178628441432,70.0,70.0,70.0
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,WeightKg,The average weight among adult (over 18) individuals in the general US population in kilograms,gaussian,84.0178628441432,72.5,72.5,72.5
o3-mini_base_unified-no-lognormal_tempmedium,WeightKg,The average weight among adult (over 18) individuals in the general US population in kilograms,gaussian,84.0178628441432,80.0,80.0,80.0
o4-mini_base_unified-no-lognormal_tempmedium,WeightKg,The average weight among adult (over 18) individuals in the general US population in kilograms,gaussian,84.0178628441432,85.0,85.0,85.0
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,WeightKg,The average weight among adult (over 18) individuals in the general US population in kilograms,gaussian,84.0178628441432,75.0,75.0,75.0
gpt-4o_base_unified-no-lognormal_temp0.5,easy_0,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever had a heart attack that was confirmed by a doctor",beta,0.1799854881791661,0.35,0.3489962548950529,0.3469387755102041
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_0,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever had a heart attack that was confirmed by a doctor",beta,0.1799854881791661,0.3,0.2986619743086955,0.29591836734693877
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_0,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever had a heart attack that was confirmed by a doctor",beta,0.1799854881791661,0.4,0.39933074269813285,0.3979591836734694
o3-mini_base_unified-no-lognormal_tempmedium,easy_0,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever had a heart attack that was confirmed by a doctor",beta,0.1799854881791661,0.3,0.29322017994366456,0.2777777777777778
o4-mini_base_unified-no-lognormal_tempmedium,easy_0,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever had a heart attack that was confirmed by a doctor",beta,0.1799854881791661,0.16,0.15545092866844468,0.14583333333333334
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_0,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever had a heart attack that was confirmed by a doctor",beta,0.1799854881791661,0.2,0.19192405976649937,0.17391304347826086
gpt-4o_base_unified-no-lognormal_temp0.5,easy_1,"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor",beta,0.9249930964813364,0.7777777777777778,0.7798419719001701,0.7840909090909091
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_1,"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor",beta,0.9249930964813364,0.7,0.7013380256913042,0.7040816326530612
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_1,"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor",beta,0.9249930964813364,0.5,0.5000000000010196,0.5
o3-mini_base_unified-no-lognormal_tempmedium,easy_1,"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor",beta,0.9249930964813364,0.9,0.9132248363443051,0.9444444444444444
o4-mini_base_unified-no-lognormal_tempmedium,easy_1,"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor",beta,0.9249930964813364,0.95,0.9529786249377101,0.9591836734693877
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_1,"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor",beta,0.9249930964813364,0.92,0.925571666737391,0.9375
gpt-4o_base_unified-no-lognormal_temp0.5,easy_10,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever been diagnosed with cancer by a doctor",beta,0.1949312811361509,0.4,0.39933074269813285,0.3979591836734694
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_10,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever been diagnosed with cancer by a doctor",beta,0.1949312811361509,0.3,0.2986619743086955,0.29591836734693877
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_10,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever been diagnosed with cancer by a doctor",beta,0.1949312811361509,0.45,0.44966534548871373,0.4489795918367347
o3-mini_base_unified-no-lognormal_tempmedium,easy_10,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever been diagnosed with cancer by a doctor",beta,0.1949312811361509,0.3333333333333333,0.33084415973763326,0.32558139534883723
o4-mini_base_unified-no-lognormal_tempmedium,easy_10,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever been diagnosed with cancer by a doctor",beta,0.1949312811361509,0.25,0.24580106752001277,0.23684210526315788
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_10,"The probability that the average adult (over 18) in the US population takes medication for depression, given they have ever been diagnosed with cancer by a doctor",beta,0.1949312811361509,0.25,0.24580106752001277,0.23684210526315788
gpt-4o_base_unified-no-lognormal_temp0.5,easy_11,"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",gaussian,0.3792825416594003,1.0,1.0,1.0
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_11,"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",gaussian,0.3792825416594003,0.5,0.5,0.5
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_11,"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",gaussian,0.3792825416594003,2.0,2.0,2.0
o3-mini_base_unified-no-lognormal_tempmedium,easy_11,"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",gaussian,0.3792825416594003,0.4,0.4,0.4
o4-mini_base_unified-no-lognormal_tempmedium,easy_11,"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",gaussian,0.3792825416594003,0.35,0.35,0.35
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_11,"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",gaussian,0.3792825416594003,0.4,0.4,0.4
gpt-4o_base_unified-no-lognormal_temp0.5,easy_12,"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9",gaussian,61.51678636747871,67.5,67.5,67.5
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_12,"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9",gaussian,61.51678636747871,65.0,65.0,65.0
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_12,"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9",gaussian,61.51678636747871,70.0,70.0,70.0
o3-mini_base_unified-no-lognormal_tempmedium,easy_12,"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9",gaussian,61.51678636747871,70.0,70.0,70.0
o4-mini_base_unified-no-lognormal_tempmedium,easy_12,"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9",gaussian,61.51678636747871,72.0,72.0,72.0
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_12,"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9",gaussian,61.51678636747871,70.0,70.0,70.0
gpt-4o_base_unified-no-lognormal_temp0.5,easy_13,"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is less than or equal to 66.5",beta,0.072491764924572,0.06,0.05419895424612234,0.041666666666666664
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_13,"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is less than or equal to 66.5",beta,0.072491764924572,0.4,0.39933074269813285,0.3979591836734694
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_13,"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is less than or equal to 66.5",beta,0.072491764924572,0.1,0.09733463842068904,0.09183673469387756
o3-mini_base_unified-no-lognormal_tempmedium,easy_13,"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is less than or equal to 66.5",beta,0.072491764924572,0.05,0.0426623823774877,0.02631578947368421
o4-mini_base_unified-no-lognormal_tempmedium,easy_13,"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is less than or equal to 66.5",beta,0.072491764924572,0.06,0.05708091949420704,0.05102040816326531
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_13,"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is less than or equal to 66.5",beta,0.072491764924572,0.06,0.05419895424612234,0.041666666666666664
gpt-4o_base_unified-no-lognormal_temp0.5,easy_14,"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they are currently taking insulin",gaussian,0.98985228364987,2.0,2.0,2.0
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_14,"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they are currently taking insulin",gaussian,0.98985228364987,3.0,3.0,3.0
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_14,"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they are currently taking insulin",gaussian,0.98985228364987,2.0,2.0,2.0
o3-mini_base_unified-no-lognormal_tempmedium,easy_14,"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they are currently taking insulin",gaussian,0.98985228364987,2.0,2.0,2.0
o4-mini_base_unified-no-lognormal_tempmedium,easy_14,"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they are currently taking insulin",gaussian,0.98985228364987,1.5,1.5,1.5
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_14,"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they are currently taking insulin",gaussian,0.98985228364987,2.0,2.0,2.0
gpt-4o_base_unified-no-lognormal_temp0.5,easy_15,"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they are currently taking insulin",gaussian,111.1603034427047,100.0,100.0,100.0
meta-llama-3-70b_base_unified-no-lognormal_temp0.5,easy_15,"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they are currently taking insulin",gaussian,111.1603034427047,112.5,112.5,112.5
meta-llama-3-8b_base_unified-no-lognormal_temp0.5,easy_15,"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they are currently taking insulin",gaussian,111.1603034427047,105000.0,105000.0,105000.0
o3-mini_base_unified-no-lognormal_tempmedium,easy_15,"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they are currently taking insulin",gaussian,111.1603034427047,102.0,102.0,102.0
o4-mini_base_unified-no-lognormal_tempmedium,easy_15,"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they are currently taking insulin",gaussian,111.1603034427047,100.0,100.0,100.0
qwen3-235b-a22b-fp8-tput_base_unified-no-lognormal_temp0.6,easy_15,"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they are currently taking insulin",gaussian,111.1603034427047,105.0,105.0,105.0
