variable_name,variable,ground_truth,ground_truth_distribution_type,mean,std,a,b
The average total raised in millions USD for venture-backed companies headquartered in the United States with eight to fifteen employees.,medium_3,7.822495974235105,normal,5.399999894695573,3.190967909756644,,
"The average number of employees for venture-backed companies that are headquartered in the United States and have raised more than 4 million USD, up to 14 million USD.",medium_4,33.99552545652437,normal,39.000001151930825,15.602891193064936,,
The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,medium_5,23.94411737860533,normal,17.400001266963898,10.378861408120276,,
The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,medium_6,21.63714593044102,normal,15.400000248781144,7.091690370862916,,
The average total raised in millions USD for venture-backed companies that have between 18 and 45 employees and are based in the United States.,medium_7,20.566884904086738,normal,22.20000018120878,13.134584287970116,,
The probability that a venture-backed company is based in the US given that it has raised between 4 and 14 million USD and is a technology company.,medium_8,0.48846960167714887,beta,,,14.941572887520296,4.242582086192155
The average number of employees for venture-backed companies that have raised more than 4 million USD but no more than 14 million USD and are technology companies.,medium_9,44.00244584206848,normal,77.00000428123023,41.981172019446724,,
"The probability that a venture-backed company is based in the US, given that it has raised more than 1 million USD but no more than 4 million USD and has more than 25 employees.",medium_10,0.25865775017912584,beta,,,9.59349382277382,2.606381532786938
The probability that a venture-backed company is based in the US given that it employs more than 45 people and has raised no more than 6 million USD.,medium_11,0.2473410273817606,beta,,,14.941572887520296,4.242582086192155
The average number of employees for venture-backed companies that are non-technology businesses and are headquartered in the United States.,medium_12,77.29770842854344,normal,93.99999662372267,52.75655660529263,,
The probability that a venture-backed company is based in the US given that it has raised at most 1 million USD and has more than 15 employees.,medium_13,0.2299567930868939,beta,,,3.9450926048605632,1.7768278755757585
The average number of employees for venture-backed companies that operate in the technology sector and are headquartered in the United States.,medium_14,60.17781654700396,normal,163.9999968693756,105.92956694749765,,
"The probability that a venture-backed company is a technology company, given that it is headquartered in the United States and has more than 42 employees.",medium_15,0.5289747399702823,beta,,,8.819473790254325,3.855773148103213
The average number of employees for venture-backed companies that have raised over 14 million USD and are headquartered in the United States.,medium_16,158.8140756302521,normal,174.00001860623695,103.7886044146323,,
The average number of employees for venture-backed companies that are not technology companies and have raised more than 1 million USD and up to 4 million USD.,medium_17,36.159646442601485,normal,37.00000012673839,13.620263695649355,,
The probability that a venture-backed company is based in the US if the company is not a technology company and has more than 45 employees.,medium_18,0.35208672086720866,beta,,,3.859939108113532,2.18907597511585
The average total raised in millions USD for venture-backed companies that are headquartered outside the US and have 9 to 19 employees.,medium_19,5.2056466724620885,normal,7.499999782044109,4.325989912234308,,
"The average total raised in millions USD for venture-backed companies that are based in the US, have more than 15 but no more than 42 employees, and are not technology companies.",hard_0,24.068650556611455,normal,17.20000137254776,10.577123859721304,,
"The probability that a venture-backed company is a technology company given that it employs more than 45 people, has raised at most 6 million USD, and is headquartered outside the United States.",hard_1,0.41822008418520745,beta,,,3.7750183917777553,2.5573012820394885
The average total raised in millions USD for venture-backed companies with at least 46 employees that operate outside the technology sector and are headquartered outside the United States.,hard_2,69.41699180190732,normal,17.400001266963898,10.378861408120276,,
"The probability that a venture-backed company is a technology company, given that it employs more than 45 people, is headquartered in the United States, and has raised between 13 million and 38 million USD.",hard_3,0.5677083333333334,beta,,,8.819473790254325,3.855773148103213
"The average number of employees for venture-backed companies that are headquartered outside the US, have raised between 1 and 3 million USD, and are not technology companies.",hard_4,35.3890759446315,normal,39.000001151930825,15.602891193064936,,
"The average total raised in millions USD for venture-backed companies that are headquartered outside the US, operate in the technology sector, and have at most 9 employees.",hard_5,2.046984253537971,normal,4.600000066825273,2.5386962560585626,,
"The probability that a venture-backed company is a technology company given that it has raised more than 1 million USD but no more than 4 million USD, employs more than 12 but no more than 25 people, and is based in the United States.",hard_6,0.5411849710982659,beta,,,5.673858175460565,2.7067057513926325
"The probability that a venture-backed company is a technology company when it employs between 18 and 45 people, has raised more than 15 million USD, and is not based in the US.",hard_7,0.4188701923076923,beta,,,4.13177347185427,2.8335863263764423
"The average total raised in millions USD for venture-backed companies that operate in the technology sector, have more than 45 employees, and are headquartered outside the US.",hard_8,58.906992545260906,normal,39.999999213459716,20.846875234209925,,
"The average total raised in millions USD for venture-backed companies that are headquartered outside the United States, employ over 49 people, and are not in the technology sector.",hard_9,72.63626264418811,normal,17.400001266963898,10.378861408120276,,
The average total raised in millions USD for venture-backed companies that are technology firms headquartered outside the US and have between 20 and 46 employees.,hard_10,8.591864776444929,normal,17.400001266963898,10.378861408120276,,
"The average number of employees for venture-backed companies that have raised more than 14 million USD, are not technology companies, and are based in the US.",hard_11,168.4002843216897,normal,155.99997416045105,81.9797350691284,,
"The probability that a venture-backed company is based in the US given that it is a technology company, employs no more than 8 people, and has raised over 3 million USD.",hard_12,0.664759179780639,beta,,,8.183465327879079,2.176938728739122
"The probability that a venture-backed company is based in the US given that it is a technology company, has raised at most 2 million USD, and has between 9 and 14 employees.",hard_13,0.3178694158075601,beta,,,8.819473790254325,3.855773148103213
"The probability that a venture-backed company is based in the US when it has more than 45 employees, is not a technology company, and has raised more than 6 million USD but no more than 19 million USD.",hard_14,0.2635457303857824,beta,,,8.13830075311288,4.493017646543802
"The average total raised in millions USD for venture-backed companies that operate in the technology sector, are based in the United States, and have at most 8 employees.",hard_15,3.082831903079253,normal,3.99999997787016,2.0846875130421023,,
"The probability that a venture-backed company is based in the US, given that it is a technology company, has more than 45 employees, and has raised at most 8 million USD.",hard_16,0.2613690761129727,beta,,,7.371134534644499,2.585798854165698
The probability that a venture-backed company is based in the US if it is a technology company with between 9 and 17 employees and has raised between 3 and 6 million USD.,hard_17,0.5236160487557135,beta,,,9.52459474063755,3.3196266975142534
"The probability that a venture-backed company is based in the US with no more than 8 employees, that is not a technology company, and that has raised more than 2 million USD but no more than 4 million USD.",hard_18,0.47746741154562383,beta,,,2.475940666705365,41.07713870910609
"The probability that a venture-backed company is based in the US, given that it is a technology firm, has raised between 2 and 4 million USD, and employs no more than 7 people.",hard_19,0.5179153094462541,beta,,,7.371134534644499,2.585798854165698
