variable_name,variable,ground_truth_distribution_type,fitted_distribution_type,mu,sigma,a,b
"The average blood manganese level among adult (over 18) individuals in units of ug/L in the general US population, given they are currently taking insulin",easy_10,normal,lognormal,2.3186271124676097,0.19124677041071067,,
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given they take medication for depression",easy_11,beta,beta,,,3.1458360571767314,3.1192777482667897
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given their blood cadmium level in ug/L is greater than 0.5425",easy_12,normal,gaussian,1.219999994980147,0.2922315397759748,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their waist circumference in centimeters is greater than 110.7",easy_13,normal,gaussian,0.909999994818496,0.1461157674267401,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they are currently taking insulin",easy_14,beta,beta,,,4.649454082696535,25.01618594039647
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever had a heart attack that was confirmed by a doctor",easy_15,normal,lognormal,-0.6917729894752616,0.42776210619333277,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they have ever been diagnosed with diabetes by a doctor",easy_16,normal,gaussian,84.99999994029388,3.5171034933583125,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5",easy_17,normal,lognormal,-0.9067085809515817,0.4194861081002417,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their blood lead level in ug/dL is greater than 0.55 and less than or equal to 0.92",easy_18,normal,gaussian,0.6999999878702872,0.1327536373444924,,
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given their weight in kilograms is greater than 66.5 and less than or equal to 78.9",easy_19,normal,gaussian,1.1199999950165227,0.20142978275267354,,
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given their blood manganese level in ug/L is greater than 7.48 and less than or equal to 9.38, and their waist circumference in centimeters is greater than 111.35",medium_0,normal,gaussian,1.2999999948717682,0.33188408649434065,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is less than or equal to 158.0, and they have ever had a heart attack that was confirmed by a doctor",medium_1,normal,gaussian,0.4619999950188029,0.07801444958991632,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their weight in kilograms is greater than 94.5, and their blood lead level in ug/dL is greater than 1.28",medium_2,beta,beta,,,5.44513022511969,17.53847947608354
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9, and their total cholesterol in mg/dL is greater than 153.0 and less than or equal to 176.0",medium_3,normal,gaussian,72.79999964015367,3.3188410372270445,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given their blood mercury level in ug/L is greater than 0.68 and less than or equal to 1.46, and they have ever had a heart attack that was confirmed by a doctor",medium_4,beta,beta,,,25.372508801584573,1.8756378283514459
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever had a heart attack that was confirmed by a doctor, and they have not been diagnosed with diabetes by a doctor",medium_5,beta,beta,,,20.28160883519385,1.3135151818706998
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they are currently taking insulin, and their blood lead level in ug/dL is greater than 0.65 and less than or equal to 0.91",medium_6,normal,lognormal,0.15808167128071182,0.3046395905212557,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they are currently taking insulin, and they have ever had a heart attack that was confirmed by a doctor",medium_7,beta,beta,,,35.779026163545666,1.3339861858005047
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9, and they have ever been diagnosed with diabetes by a doctor",medium_8,normal,gaussian,79.99999999810763,5.729664252778725,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and their waist circumference in centimeters is greater than 99.8 and less than or equal to 111.75",medium_9,normal,gaussian,0.9999999939819502,0.2609086065687721,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood lead level in ug/dL is less than or equal to 0.55, and their waist circumference in centimeters is greater than 112.625",medium_10,beta,beta,,,7.243713067425623,68.38312697320596
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they have ever been diagnosed with diabetes by a doctor, and their blood mercury level in ug/L is greater than 0.35 and less than or equal to 0.69",medium_11,normal,gaussian,87.99999999891271,1.8160351317805687,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they have serious difficulty concentrating, and their waist circumference in centimeters is less than or equal to 89.5",medium_12,normal,gaussian,69.19999999445066,2.0142978684383817,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever had a heart attack that was confirmed by a doctor, and their total cholesterol in mg/dL is greater than 139.0 and less than or equal to 164.0",medium_13,normal,lognormal,-0.03731477284774745,0.5871570367590327,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 94.5, and their blood lead level in ug/dL is less than or equal to 0.5",medium_14,normal,gaussian,0.2959999949971622,0.0703420681038932,,
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they do not have health insurance, and they have serious difficulty concentrating",medium_15,normal,gaussian,99.99999994029388,3.5171034933583125,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they have not been diagnosed with diabetes by a doctor, and they do not have health insurance",medium_16,beta,beta,,,1.7876116006012044,72.05104379527091
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they have ever been diagnosed with diabetes by a doctor, and they have ever been diagnosed with cancer by a doctor",medium_17,beta,beta,,,6.057541541828275,26.063491049898627
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given that they do not take medication for depression, and they have ever had a heart attack that was confirmed by a doctor",medium_18,beta,beta,,,4.380238297339115,28.128061311683485
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with diabetes by a doctor, and they do not have health insurance",medium_19,normal,gaussian,0.8999999867256964,0.11062803124480733,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they do not have serious difficulty concentrating, and they have not been diagnosed with cancer by a doctor, and they are currently taking insulin",hard_0,beta,beta,,,29.766896468023027,1.2078949004880226
"The average blood manganese level among adult (over 18) individuals in units of ug/L in the general US population, given their waist circumference in centimeters is greater than 98.9 and less than or equal to 110.7, and they have serious difficulty concentrating, and their blood mercury level in ug/L is greater than 0.51 and less than or equal to 1.24",hard_1,normal,gaussian,9.999999967872728,1.3620263322054569,,
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given their blood mercury level in ug/L is less than or equal to 0.35, and their weight in kilograms is greater than 79.3 and less than or equal to 97.25, and their total cholesterol in mg/dL is greater than 205.75",hard_2,normal,gaussian,104.9999999992879,2.2125606054635774,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they take medication for depression, and their blood lead level in ug/dL is greater than 0.56 and less than or equal to 0.91, and their weight in kilograms is greater than 73.85 and less than or equal to 84.0",hard_3,beta,beta,,,15.580846071132598,1.1176034865788578
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have not been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 185.0 and less than or equal to 213.0, and their blood manganese level in ug/L is greater than 11.7225",hard_4,normal,gaussian,0.3759999949781731,0.08677792011446954,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given they do not have serious difficulty concentrating, and their waist circumference in centimeters is greater than 110.3, and their total cholesterol in mg/dL is less than or equal to 155.0",hard_5,normal,gaussian,100.00000238277654,8.850242426327195,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood mercury level in ug/L is less than or equal to 0.35, and they are currently taking insulin, and that they do not take medication for depression",hard_6,beta,beta,,,4.773995522387433,47.157306569490686
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have not been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 213.0, and their blood manganese level in ug/L is greater than 11.64",hard_7,normal,lognormal,0.09476397818553287,0.3644819141450811,,
"The probability that the average adult (over 18) in the US population or their spouse has health insurance, given they have ever been diagnosed with diabetes by a doctor, and their blood lead level in ug/dL is greater than 0.67 and less than or equal to 1.01, and their total cholesterol in mg/dL is less than or equal to 148.0",hard_8,beta,beta,,,78.98330164279298,6.120197577865077
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood cadmium level in ug/L is greater than 0.5425, and their total cholesterol in mg/dL is greater than 161.0 and less than or equal to 185.0, and they do not have serious difficulty concentrating",hard_9,beta,beta,,,5.181207228677723,19.659190423282073
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given their total cholesterol in mg/dL is greater than 212.0, and their weight in kilograms is greater than 66.825 and less than or equal to 78.75, and they take medication for depression",hard_10,beta,beta,,,3.7750183917777553,2.5573012820394885
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood mercury level in ug/L is greater than 1.46, and their waist circumference in centimeters is less than or equal to 85.7, and their total cholesterol in mg/dL is greater than 215.0",hard_11,normal,gaussian,74.1999999980101,5.134876137163586,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with diabetes by a doctor, and they have not been diagnosed with cancer by a doctor, and they do not have health insurance",hard_12,normal,lognormal,-1.0453986581943355,0.5018421998410348,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood cadmium level in ug/L is greater than 0.31 and less than or equal to 0.5425, and their blood lead level in ug/dL is less than or equal to 0.68, and their waist circumference in centimeters is greater than 99.85 and less than or equal to 113.47500000000001",hard_13,beta,beta,,,11.325880480201317,100.0
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is less than or equal to 158.0, and they have health insurance, and their weight in kilograms is greater than 65.3 and less than or equal to 79.5",hard_14,normal,gaussian,0.9299999948021332,0.2212560563034569,,
"The probability that the average adult (over 18) in the US population is currently taking insulin, given they have ever been diagnosed with diabetes by a doctor, and they have serious difficulty concentrating, and they have not been diagnosed with cancer by a doctor",hard_15,beta,beta,,,4.9043658244665345,8.994020396022817
"The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population, given they have serious difficulty concentrating, and their blood mercury level in ug/L is greater than 0.54 and less than or equal to 1.1, and their waist circumference in centimeters is greater than 93.075 and less than or equal to 101.0",hard_16,normal,gaussian,210.99999994492725,14.611577098629079,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their waist circumference in centimeters is less than or equal to 87.9, and their blood lead level in ug/dL is greater than 0.49 and less than or equal to 0.82, and their weight in kilograms is greater than 68.2",hard_17,beta,beta,,,4.070450792273419,44.63759411305209
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood manganese level in ug/L is greater than 7.48 and less than or equal to 9.38, and their blood cadmium level in ug/L is greater than 0.17 and less than or equal to 0.29, and they have not had a heart attack that was confirmed by a doctor",hard_18,beta,beta,,,4.42873259177598,31.22038701047091
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they do not have health insurance, and their waist circumference in centimeters is less than or equal to 86.0, and they do not have serious difficulty concentrating",hard_19,beta,beta,,,3.2856956534584425,100.0
