variable_name,variable,ground_truth,ground_truth_distribution_type,mean,std,a,b
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they take medication for depression, and their blood manganese level in ug/L is greater than 8.9 and less than or equal to 10.875",medium_2,0.2552476614990333,beta,,,2.475940666705365,41.07713870910609
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is greater than 158.0 and less than or equal to 183.0, and they do not have health insurance",medium_3,0.8872222181617718,normal,1.5999999950827948,0.3830332967957896,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and they have ever been diagnosed with diabetes by a doctor",medium_4,93.66582391759269,normal,80.00000010089315,4.540087835815639,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their total cholesterol in mg/dL is greater than 158.0 and less than or equal to 183.0, and their weight in kilograms is greater than 94.2",medium_5,0.19004008577621928,beta,,,13.577838807333007,95.62091070810028
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given their weight in kilograms is greater than 66.5 and less than or equal to 78.9, and their blood manganese level in ug/L is less than or equal to 7.44",medium_6,0.17397821097242586,beta,,,4.028399028163808,21.755438294348785
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and their blood cadmium level in ug/L is less than or equal to 0.19",medium_7,1.5167970001529811,normal,1.599999995094784,0.5531401480692972,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their waist circumference in centimeters is less than or equal to 87.9, and their blood lead level in ug/dL is greater than 1.4124999999999999",medium_8,0.8164067112567804,normal,0.7799999948106686,0.286483208401156,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they have ever been diagnosed with diabetes by a doctor, and that they do not take medication for depression",medium_9,0.12122371674014276,beta,,,4.684579324611898,25.892704223095446
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and their blood mercury level in ug/L is greater than 1.505",medium_10,0.05592530915622303,beta,,,4.028399028163808,21.755438294348785
"The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population, given they are currently taking insulin, and their weight in kilograms is greater than 102.6",medium_11,165.96316136777656,normal,200.0,18.160351328759063,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given they are currently taking insulin, and their weight in kilograms is greater than 88.2 and less than or equal to 102.6",medium_12,0.9838656546177214,beta,,,30.094320221077762,10.227012893414757
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given their blood mercury level in ug/L is less than or equal to 0.35, and that they do not take medication for depression",medium_13,0.4640578958978977,normal,0.5199999951014279,0.20142978269448744,,
"The average blood cadmium level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with cancer by a doctor, and they have not been diagnosed with diabetes by a doctor",medium_14,0.5068630511625142,normal,0.8399999958509996,0.2724052662548702,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood mercury level in ug/L is less than or equal to 0.35, and they have ever been diagnosed with cancer by a doctor",medium_15,78.83461705541391,normal,71.00000002381,5.531401529341831,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given their blood mercury level in ug/L is less than or equal to 0.35, and they have ever been diagnosed with cancer by a doctor",medium_16,0.0936190981100578,beta,,,1.173151135307985,7.583273212014276
"The probability that the average adult (over 18) in the US population has ever had serious difficulty concentrating, given they have ever had a heart attack that was confirmed by a doctor, and their blood mercury level in ug/L is less than or equal to 0.3525",medium_17,0.3685141814339768,beta,,,3.855773863267234,8.819475446650172
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood lead level in ug/dL is greater than 1.48, and they have ever had a heart attack that was confirmed by a doctor",medium_18,0.3471136320968788,beta,,,11.743927642100239,65.74101093990852
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with cancer by a doctor, and they are not currently taking insulin",medium_19,1.5350766308733583,normal,2.3000000154045686,1.007148958333213,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their blood cadmium level in ug/L is greater than 0.5425, and their blood lead level in ug/dL is greater than 1.25 and less than or equal to 1.92, and they have serious difficulty concentrating",hard_0,0.8100218524873639,normal,1.8999990588753766,0.7801446064071725,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their waist circumference in centimeters is less than or equal to 87.9, and that they do not take medication for depression, and their blood lead level in ug/dL is greater than 0.49 and less than or equal to 0.81",hard_1,61.41386595425482,normal,70.00000382084811,6.867615127326687,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 66.5 and less than or equal to 78.9, and their blood cadmium level in ug/L is greater than 0.56, and their blood lead level in ug/dL is less than or equal to 0.84",hard_2,1.014119080480835,normal,2.399999995337039,0.8197970889972697,,
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood lead level in ug/dL is greater than 0.92 and less than or equal to 1.48, and their blood mercury level in ug/L is greater than 0.39 and less than or equal to 0.78, and their total cholesterol in mg/dL is greater than 214.0",hard_3,0.04653997739895047,beta,,,11.325880480201317,100.0
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their total cholesterol in mg/dL is greater than 183.0 and less than or equal to 212.0, and they take medication for depression, and their weight in kilograms is greater than 84.6 and less than or equal to 98.275",hard_4,0.2518923724324972,beta,,,3.2906260884061984,59.10384690429482
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given their blood lead level in ug/dL is less than or equal to 0.55, and their total cholesterol in mg/dL is greater than 152.0 and less than or equal to 176.0, and their waist circumference in centimeters is greater than 96.7 and less than or equal to 111.5",hard_5,0.013123049282539209,beta,,,2.6793754339083593,44.472145917391586
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 78.9 and less than or equal to 94.5, and they are not currently taking insulin, and they have serious difficulty concentrating",hard_6,0.8974164936058019,normal,3.5999999921661074,1.0071489306483878,,
"The average blood manganese level among adult (over 18) individuals in units of ug/L in the general US population, given they have ever been diagnosed with cancer by a doctor, and their blood mercury level in ug/L is greater than 1.4575, and their weight in kilograms is greater than 68.25 and less than or equal to 79.69999999999999",hard_7,10.881872088685798,normal,11.999999998912715,1.8160351439978177,,
"The probability that the average adult (over 18) in the US population is currently taking insulin, given their weight in kilograms is greater than 78.9 and less than or equal to 94.5, and their waist circumference in centimeters is greater than 109.2, and they have ever been diagnosed with diabetes by a doctor",hard_8,0.22910110467817726,beta,,,4.13177347185427,2.8335863263764423
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood cadmium level in ug/L is greater than 0.5425, and their blood manganese level in ug/L is less than or equal to 7.45, and they have health insurance",hard_9,78.12107684632,normal,79.99999809936764,5.44810540389692,,
"The average blood lead level among adult (over 18) individuals in units of ug/dL in the general US population, given they have ever been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 156.0 and less than or equal to 183.0, and they are not currently taking insulin",hard_10,1.291427894718302,normal,1.219999995264578,0.34338074981031463,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their blood cadmium level in ug/L is greater than 0.31 and less than or equal to 0.5425, and they have not been diagnosed with diabetes by a doctor, and their waist circumference in centimeters is less than or equal to 87.4",hard_11,1.6437127364315731,normal,1.4999999820166798,0.3120578197654351,,
"The average blood mercury level among adult (over 18) individuals in units of ug/L in the general US population, given their weight in kilograms is greater than 78.9 and less than or equal to 94.5, and their waist circumference in centimeters is greater than 98.07499999999999 and less than or equal to 103.6, and they have not been diagnosed with diabetes by a doctor",hard_12,1.4837072564715934,normal,1.8999990588753766,0.7801446064071725,,
"The average weight among adult (over 18) individuals in the general US population in kilograms, given their blood cadmium level in ug/L is greater than 0.5425, and they take medication for depression, and their waist circumference in centimeters is less than or equal to 92.1",hard_13,58.13594758245014,normal,77.39999999626285,6.810131761545854,,
"The probability that a member of the US population who is over 18 has ever had a heart attack that was confirmed by a doctor, given they are currently taking insulin, and they have not been diagnosed with cancer by a doctor, and their total cholesterol in mg/dL is greater than 164.5 and less than or equal to 188.75",hard_14,0.2245985138620538,beta,,,2.3058004570863866,19.503694712362385
"The average total cholesterol among adult (over 18) individuals in units of mg/dL in the general US population, given their blood mercury level in ug/L is greater than 0.68 and less than or equal to 1.46, and they do not have serious difficulty concentrating, and their blood lead level in ug/dL is greater than 1.43",hard_15,203.11808217336528,normal,200.0,9.080175115025883,,
"The probability that a member of the US population who is over 18 has ever been diagnosed with cancer by a doctor, given they have ever been diagnosed with diabetes by a doctor, and they have health insurance, and their weight in kilograms is greater than 84.7 and less than or equal to 101.175",hard_16,0.17998865508938455,beta,,,7.931569885831381,31.307153019105296
"The average waist circumference among adult (over 18) individuals in cm in the general US population, given they have health insurance, and they have ever had a heart attack that was confirmed by a doctor, and they have ever been diagnosed with diabetes by a doctor",hard_17,113.15729834950707,normal,105.0000001680876,4.540087850026896,,
"The probability that the average adult (over 18) in the US population takes medication for depression, given they do not have health insurance, and their blood manganese level in ug/L is greater than 12.165, and their weight in kilograms is greater than 76.5 and less than or equal to 90.19999999999999",hard_18,0.027431536440678386,beta,,,4.684579324611898,25.892704223095446
"The probability that the average adult (over 18) in the US population has ever been diagnosed with diabetes by a doctor, given their blood lead level in ug/dL is less than or equal to 0.55, and their blood cadmium level in ug/L is less than or equal to 0.13, and their waist circumference in centimeters is greater than 86.0 and less than or equal to 99.0",hard_19,0.08267806962910745,beta,,,8.724979667719532,99.04825107906355
